"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Scheduler Statistics","Issued Warp Per Scheduler","","0.57",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Scheduler Statistics","No Eligible","%","43.11",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Scheduler Statistics","Active Warps Per Scheduler","warp","3.91",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Scheduler Statistics","Eligible Warps Per Scheduler","warp","1.81",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","SchedulerStats","","","","IssueSlotUtilization","OPT","Every scheduler is capable of issuing one instruction per cycle, but for this workload each scheduler only issues an instruction every 1.8 cycles. This might leave hardware resources underutilized and may lead to less optimal performance. Out of the maximum of 8 warps per scheduler, this workload allocates an average of 3.91 active warps per scheduler, but only an average of 1.81 warps were eligible per cycle. Eligible warps are the subset of active warps that are ready to issue their next instruction. Every cycle with no eligible warp results in no instruction being issued and the issue slot remains unused. To increase the number of eligible warps, avoid possible load imbalances due to highly different execution durations per warp. Reducing stalls indicated on the Warp State Statistics and Source Counters sections can help, too.","local","3.367"
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Warp State Statistics","Warp Cycles Per Issued Instruction","cycle","6.88",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Warp State Statistics","Warp Cycles Per Executed Instruction","cycle","6.88",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Warp State Statistics","Avg. Active Threads Per Warp","","32",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Warp State Statistics","Avg. Not Predicated Off Threads Per Warp","","31.94",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","WarpStateStats","","","","CPIStall","OPT","On average, each warp of this workload spends 2.2 cycles being stalled waiting for the micro scheduler to select the warp to issue. Not selected warps are eligible warps that were not picked by the scheduler to issue that cycle as another warp was selected. A high number of not selected warps typically means you have sufficient warps to cover warp latencies and you may consider reducing the number of active warps to possibly increase cache coherence and data locality. This stall type represents about 31.6% of the total average of 6.9 cycles between issuing two instructions.","global","3.367"
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","WarpStateStats","","","","CPIStall","OPT","On average, each warp of this workload spends 2.2 cycles being stalled waiting for the execution pipe to be available. This stall occurs when all active warps execute their next instruction on a specific, oversubscribed math pipeline. Try to increase the number of active warps to hide the existent latency or try changing the instruction mix to utilize all available pipelines in a more balanced way. This stall type represents about 31.6% of the total average of 6.9 cycles between issuing two instructions.","global","3.367"
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","WarpStateStats","","","","CPIStall","INF","Check the Warp Stall Sampling (All Samples) table for the top stall locations in your source based on sampling data. The Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#metrics-reference) provides more details on each stall reason.","",""
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Instruction Statistics","Avg. Executed Instructions Per Scheduler","inst","15562803.20",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Instruction Statistics","Executed Instructions","inst","2490048512",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Instruction Statistics","Avg. Issued Instructions Per Scheduler","inst","15562836.99",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Instruction Statistics","Issued Instructions","inst","2490053919",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","Block Size","","128",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","Grid Size","","2048",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","Registers Per Thread","register/thread","122",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","Shared Memory Configuration Size","Kbyte","65.54",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","Driver Shared Memory Per Block","byte/block","0",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","Dynamic Shared Memory Per Block","byte/block","0",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","Static Shared Memory Per Block","Kbyte/block","12.54",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","# SMs","SM","40",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","Stack Size","","1024",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","Threads","thread","262144",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","# TPCs","","20",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","Enabled TPC IDs","","all",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","Uses Green Context","","0",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Launch Statistics","Waves Per SM","","12.80",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Occupancy","Block Limit SM","block","16",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Occupancy","Block Limit Registers","block","4",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Occupancy","Block Limit Shared Mem","block","5",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Occupancy","Block Limit Warps","block","8",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Occupancy","Theoretical Active Warps per SM","warp","16",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Occupancy","Theoretical Occupancy","%","50",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Occupancy","Achieved Occupancy","%","48.93",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Occupancy","Achieved Active Warps Per SM","warp","15.66",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Occupancy","","","","TheoreticalOccupancy","OPT","The 4.00 theoretical warps per scheduler this kernel can issue according to its occupancy are below the hardware maximum of 8. This kernel's theoretical occupancy (50.0%) is limited by the number of required registers.","global","3.367"
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","GPU and Memory Workload Distribution","Average DRAM Active Cycles","cycle","34933716",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","GPU and Memory Workload Distribution","Total DRAM Elapsed Cycles","cycle","1898238976",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","GPU and Memory Workload Distribution","Average L1 Active Cycles","cycle","27355717.88",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","GPU and Memory Workload Distribution","Total L1 Elapsed Cycles","cycle","1111465120",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","GPU and Memory Workload Distribution","Average L2 Active Cycles","cycle","39252223.53",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","GPU and Memory Workload Distribution","Total L2 Elapsed Cycles","cycle","1299385216",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","GPU and Memory Workload Distribution","Average SM Active Cycles","cycle","27355717.88",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","GPU and Memory Workload Distribution","Total SM Elapsed Cycles","cycle","1111465120",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","GPU and Memory Workload Distribution","Average SMSP Active Cycles","cycle","27355852.98",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","GPU and Memory Workload Distribution","Total SMSP Elapsed Cycles","cycle","4445860480",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Source Counters","Branch Instructions Ratio","%","0.00",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Source Counters","Branch Instructions","inst","4612096",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Source Counters","Branch Efficiency","%","100",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","Source Counters","Avg. Divergent Branches","branches","0",
"1","93290","cublas_sgemm","127.0.0.1","volta_sgemm_128x64_nn","1","7","(128, 1, 1)","(32, 64, 1)","0","7.5","SourceCounters","","","","UncoalescedSharedAccess","OPT","This kernel has uncoalesced shared accesses resulting in a total of 524288 excessive wavefronts (0% of the total 320610304 wavefronts). Check the L1 Wavefronts Shared Excessive table for the primary source locations. The CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#shared-memory-in-matrix-multiplication-c-ab) has an example on optimizing shared memory accesses.","global","0.161"
